Date,Day,Time,Crime_Type,Lighting,Police_Presence,Crowd_Presence,Risk_Score,Risk_Level,Latitude,Longitude
30-04-2025,Wednesday,01:08,Burglary,Good,Low,Low,72,Unsafe,28.462886,77.504647
15-10-2025,Wednesday,05:27,Robbery,Good,High,High,50,Moderate,28.46391,77.51476
16-04-2025,Wednesday,06:31,Other,Moderate,Low,Medium,49,Moderate,28.461674,77.491141
17-07-2025,Thursday,16:23,Harassment,Poor,Low,High,59,Moderate,28.467473,77.502211
21-02-2026,Saturday,08:15,Assault,Good,Low,Medium,63,Unsafe,28.475102,77.497292
06-06-2025,Friday,03:55,Burglary,Moderate,Medium,High,60,Moderate,28.465277,77.486421
23-11-2025,Sunday,14:36,Assault,Good,Medium,High,51,Moderate,28.469374,77.503137
23-03-2026,Monday,15:21,Robbery,Good,Medium,Low,56,Moderate,28.463999,77.490699
30-05-2025,Friday,02:13,Assault,Good,Medium,Low,71,Unsafe,28.458363,77.512925
06-01-2026,Tuesday,10:20,Harassment,Good,Medium,Low,48,Moderate,28.455205,77.492535
15-10-2025,Wednesday,19:23,Theft,Poor,Medium,High,52,Moderate,28.472278,77.491639
06-10-2025,Monday,11:13,Other,Good,Medium,Low,41,Moderate,28.464377,77.500721
29-06-2025,Sunday,13:39,Harassment,Good,Medium,Low,48,Moderate,28.465078,77.489798
18-02-2026,Wednesday,09:35,Harassment,Moderate,Low,Medium,56,Moderate,28.470587,77.511146
03-04-2026,Friday,14:53,Other,Moderate,Medium,High,37,Moderate,28.473599,77.495878
04-06-2025,Wednesday,18:57,Burglary,Good,Low,High,52,Moderate,28.458739,77.512719
14-02-2026,Saturday,19:09,Other,Good,Low,High,44,Moderate,28.460168,77.498613
08-07-2025,Tuesday,14:28,Harassment,Moderate,Low,Medium,56,Moderate,28.463487,77.500736
13-01-2026,Tuesday,12:15,Robbery,Moderate,High,Medium,50,Moderate,28.471107,77.504216
26-09-2025,Friday,05:46,Robbery,Moderate,Low,Low,80,Unsafe,28.465946,77.50868
19-12-2025,Friday,16:35,Other,Good,Medium,Low,41,Moderate,28.475829,77.491188
06-10-2025,Monday,19:42,Burglary,Moderate,Low,Low,73,Unsafe,28.461922,77.489318
14-07-2025,Monday,23:03,Burglary,Moderate,Medium,Medium,59,Moderate,28.468261,77.493727
06-04-2026,Monday,21:52,Robbery,Good,Medium,Low,61,Unsafe,28.45811,77.486448
11-05-2025,Sunday,02:23,Burglary,Poor,Medium,Low,77,Unsafe,28.458449,77.499668
06-05-2025,Tuesday,18:35,Theft,Moderate,Low,Low,58,Moderate,28.459317,77.490443
15-05-2025,Thursday,12:15,Robbery,Poor,Low,High,67,Unsafe,28.472677,77.486242
31-10-2025,Friday,05:54,Other,Poor,Low,Medium,66,Unsafe,28.46675,77.485957
26-08-2025,Tuesday,16:44,Theft,Good,Medium,Low,44,Moderate,28.463537,77.48849
27-06-2025,Friday,02:04,Robbery,Moderate,Low,Low,80,Unsafe,28.479007,77.511286
16-09-2025,Tuesday,04:46,Robbery,Moderate,High,High,56,Moderate,28.46675,77.507397
19-03-2026,Thursday,19:12,Harassment,Moderate,High,High,43,Moderate,28.455007,77.485377
25-06-2025,Wednesday,01:26,Other,Moderate,Low,High,55,Moderate,28.473144,77.495172
04-06-2025,Wednesday,14:42,Assault,Poor,Low,Medium,76,Unsafe,28.472916,77.500292
06-01-2026,Tuesday,12:50,Robbery,Good,Low,High,54,Moderate,28.472348,77.496621
10-06-2025,Tuesday,12:22,Robbery,Poor,Low,Low,77,Unsafe,28.470277,77.501875
07-12-2025,Sunday,07:22,Theft,Moderate,Medium,Low,50,Moderate,28.477023,77.497058
31-10-2025,Friday,04:29,Robbery,Good,High,High,50,Moderate,28.476137,77.486509
25-08-2025,Monday,01:00,Harassment,Moderate,High,High,48,Moderate,28.459821,77.503321
23-06-2025,Monday,03:16,Theft,Good,High,Low,48,Moderate,28.457853,77.504314
13-01-2026,Tuesday,01:32,Harassment,Poor,Medium,Low,71,Unsafe,28.469318,77.494897
26-04-2025,Saturday,00:30,Assault,Good,High,Low,65,Unsafe,28.458437,77.499472
06-04-2026,Monday,14:15,Robbery,Moderate,Medium,Low,62,Unsafe,28.459621,77.503219
28-05-2025,Wednesday,19:20,Harassment,Good,High,Low,47,Moderate,28.476604,77.486201
03-04-2026,Friday,08:19,Burglary,Poor,Medium,Medium,61,Unsafe,28.474426,77.505271
09-04-2025,Wednesday,10:43,Harassment,Good,Low,High,46,Moderate,28.479625,77.512458
29-06-2025,Sunday,12:49,Burglary,Moderate,High,Medium,48,Moderate,28.472355,77.488242
06-09-2025,Saturday,06:10,Robbery,Good,Low,High,54,Moderate,28.462851,77.509502
02-11-2025,Sunday,18:26,Other,Good,High,Low,35,Moderate,28.472646,77.493136
15-05-2025,Thursday,01:16,Burglary,Poor,Low,High,75,Unsafe,28.465134,77.498793
20-02-2026,Friday,19:50,Burglary,Moderate,Medium,Low,65,Unsafe,28.466508,77.509481
05-09-2025,Friday,10:00,Robbery,Poor,Medium,Medium,63,Unsafe,28.459809,77.50747
14-03-2026,Saturday,10:05,Theft,Poor,Low,Low,65,Unsafe,28.4648,77.51212
16-02-2026,Monday,13:46,Assault,Moderate,High,High,51,Moderate,28.463095,77.494944
23-01-2026,Friday,12:40,Other,Good,Low,High,39,Moderate,28.456086,77.488152
11-06-2025,Wednesday,20:13,Other,Moderate,Low,Low,60,Moderate,28.479698,77.505139
19-11-2025,Wednesday,12:30,Burglary,Moderate,Medium,Low,60,Moderate,28.475493,77.487235
07-11-2025,Friday,19:29,Robbery,Good,High,Low,55,Moderate,28.463366,77.496187
10-07-2025,Thursday,07:26,Harassment,Poor,Low,Low,69,Unsafe,28.465888,77.506053
06-02-2026,Friday,02:48,Other,Moderate,High,Low,51,Moderate,28.475197,77.494513
08-11-2025,Saturday,01:23,Assault,Poor,High,Medium,72,Unsafe,28.472868,77.514937
06-05-2025,Tuesday,23:15,Assault,Good,Low,Medium,68,Unsafe,28.462577,77.514556
29-09-2025,Monday,04:06,Burglary,Moderate,Low,Medium,72,Unsafe,28.456116,77.511274
02-04-2026,Thursday,17:52,Robbery,Good,Low,High,54,Moderate,28.458619,77.514503
27-08-2025,Wednesday,23:18,Other,Good,Low,Low,54,Moderate,28.458682,77.489549
08-05-2025,Thursday,05:37,Assault,Poor,High,Medium,72,Unsafe,28.464894,77.499793
01-06-2025,Sunday,22:01,Theft,Good,Medium,Medium,43,Moderate,28.475201,77.500119
02-07-2025,Wednesday,07:53,Theft,Moderate,High,High,34,Moderate,28.46483,77.500884
20-09-2025,Saturday,05:40,Assault,Poor,Medium,Low,84,Unsafe,28.463847,77.51297
20-02-2026,Friday,23:27,Theft,Good,High,Low,43,Moderate,28.468563,77.497632
01-04-2026,Wednesday,04:15,Harassment,Good,High,Medium,46,Moderate,28.470047,77.489104
01-05-2025,Thursday,07:22,Theft,Poor,Low,Low,65,Unsafe,28.475558,77.505217
09-10-2025,Thursday,04:53,Theft,Good,Medium,Low,54,Moderate,28.478967,77.501851
25-12-2025,Thursday,12:25,Assault,Good,High,Medium,49,Moderate,28.473293,77.489248
12-04-2025,Saturday,18:11,Robbery,Good,Medium,Medium,50,Moderate,28.478468,77.493112
07-07-2025,Monday,14:33,Assault,Moderate,Medium,Low,67,Unsafe,28.469699,77.486615
14-06-2025,Saturday,05:09,Theft,Moderate,Low,Medium,62,Unsafe,28.467785,77.509229
01-05-2025,Thursday,04:37,Theft,Good,Low,Medium,56,Moderate,28.460411,77.508777
15-12-2025,Monday,22:25,Assault,Moderate,Low,Low,80,Unsafe,28.461476,77.490808
04-03-2026,Wednesday,20:24,Theft,Good,Medium,Low,49,Moderate,28.471541,77.51
16-12-2025,Tuesday,14:56,Other,Moderate,High,Medium,35,Moderate,28.461496,77.51306
31-05-2025,Saturday,03:45,Other,Moderate,High,High,41,Moderate,28.458283,77.500955
27-11-2025,Thursday,18:38,Burglary,Moderate,Medium,High,50,Moderate,28.473416,77.513718
22-04-2025,Tuesday,22:42,Other,Moderate,Medium,Medium,46,Moderate,28.4562,77.510128
01-11-2025,Saturday,07:33,Harassment,Moderate,Medium,Low,54,Moderate,28.461834,77.488377
13-01-2026,Tuesday,02:27,Burglary,Moderate,Low,Low,78,Unsafe,28.471844,77.503983
01-10-2025,Wednesday,23:26,Burglary,Good,Low,High,57,Moderate,28.470205,77.498615
17-11-2025,Monday,16:28,Other,Good,Low,Low,49,Moderate,28.472636,77.508928
19-01-2026,Monday,11:51,Robbery,Good,Low,Medium,58,Moderate,28.460624,77.514363
22-10-2025,Wednesday,23:51,Theft,Good,High,High,33,Moderate,28.478085,77.488199
11-02-2026,Wednesday,03:32,Assault,Moderate,Low,Low,85,Unsafe,28.471122,77.490844
09-01-2026,Friday,21:02,Robbery,Poor,High,High,58,Moderate,28.477829,77.486624
13-12-2025,Saturday,21:54,Harassment,Moderate,Low,High,57,Moderate,28.458805,77.505237
26-01-2026,Monday,13:21,Theft,Poor,Low,Medium,59,Moderate,28.455599,77.500539
26-07-2025,Saturday,10:23,Harassment,Poor,Medium,High,51,Moderate,28.459173,77.503509
24-12-2025,Wednesday,02:58,Theft,Moderate,High,Medium,48,Moderate,28.470276,77.495824
03-04-2026,Friday,10:02,Other,Poor,High,High,38,Moderate,28.461349,77.492479
06-08-2025,Wednesday,12:04,Harassment,Good,Medium,Medium,42,Moderate,28.45781,77.509857
05-09-2025,Friday,13:22,Other,Poor,Low,Medium,56,Moderate,28.472071,77.493788
26-08-2025,Tuesday,08:06,Burglary,Good,High,Medium,42,Moderate,28.461295,77.493483
14-08-2025,Thursday,04:01,Robbery,Moderate,Medium,Low,72,Unsafe,28.479223,77.51395
11-01-2026,Sunday,11:58,Theft,Poor,Low,Medium,59,Moderate,28.477467,77.5069
11-03-2026,Wednesday,03:18,Theft,Good,Medium,Medium,48,Moderate,28.478882,77.488565
06-09-2025,Saturday,02:22,Harassment,Moderate,Medium,High,54,Moderate,28.468177,77.499879
11-07-2025,Friday,23:20,Theft,Poor,Low,Low,70,Unsafe,28.471637,77.508149
25-04-2025,Friday,15:50,Robbery,Good,Low,Medium,58,Moderate,28.47347,77.489887
21-02-2026,Saturday,03:34,Robbery,Poor,Low,Low,87,Unsafe,28.464866,77.494348
02-12-2025,Tuesday,14:05,Robbery,Good,High,High,40,Moderate,28.473156,77.488103
23-09-2025,Tuesday,04:08,Harassment,Poor,Medium,High,61,Unsafe,28.478197,77.504477
07-04-2026,Tuesday,23:53,Assault,Moderate,Low,Low,80,Unsafe,28.4781,77.488429
26-09-2025,Friday,18:27,Other,Moderate,Medium,Low,47,Moderate,28.475698,77.512627
01-08-2025,Friday,02:17,Burglary,Poor,Low,High,75,Unsafe,28.463115,77.485521
08-12-2025,Monday,09:14,Burglary,Good,Medium,High,44,Moderate,28.4616,77.488319
15-11-2025,Saturday,18:03,Other,Poor,Medium,Low,54,Moderate,28.456703,77.495916
13-12-2025,Saturday,12:30,Other,Moderate,Medium,Low,47,Moderate,28.470323,77.503611
28-09-2025,Sunday,05:59,Assault,Good,Low,High,69,Unsafe,28.46223,77.491604
11-11-2025,Tuesday,03:59,Robbery,Moderate,High,Medium,60,Moderate,28.479686,77.487205
31-12-2025,Wednesday,00:33,Assault,Poor,Medium,Medium,78,Unsafe,28.457505,77.497078
19-02-2026,Thursday,23:54,Burglary,Poor,Low,High,70,Unsafe,28.469298,77.50584
04-02-2026,Wednesday,03:03,Harassment,Poor,Low,Medium,73,Unsafe,28.456409,77.486284
18-06-2025,Wednesday,09:56,Robbery,Moderate,High,High,46,Moderate,28.459013,77.493958
23-05-2025,Friday,14:28,Other,Moderate,Low,Medium,49,Moderate,28.458644,77.504092
18-01-2026,Sunday,14:58,Theft,Poor,Low,High,55,Moderate,28.455777,77.489229
24-02-2026,Tuesday,10:39,Theft,Good,Low,Medium,46,Moderate,28.473101,77.490214
25-11-2025,Tuesday,09:32,Burglary,Moderate,Low,Low,68,Unsafe,28.477184,77.485522
24-06-2025,Tuesday,21:34,Robbery,Poor,Medium,High,64,Unsafe,28.47744,77.48532
17-04-2025,Thursday,15:10,Other,Good,Medium,Low,41,Moderate,28.458658,77.504264
17-09-2025,Wednesday,09:40,Harassment,Poor,High,Medium,49,Moderate,28.474298,77.502552
08-03-2026,Sunday,11:27,Harassment,Poor,High,Medium,49,Moderate,28.47824,77.508786
06-12-2025,Saturday,10:21,Burglary,Good,Medium,High,44,Moderate,28.470163,77.485955
22-11-2025,Saturday,01:19,Robbery,Good,Low,Medium,68,Unsafe,28.462563,77.500598
26-01-2026,Monday,03:21,Assault,Moderate,High,Medium,65,Unsafe,28.469837,77.513968
30-11-2025,Sunday,10:44,Robbery,Good,Low,Low,64,Unsafe,28.478472,77.492337
10-06-2025,Tuesday,21:06,Assault,Moderate,Low,Medium,74,Unsafe,28.460453,77.50818
31-05-2025,Saturday,15:00,Other,Good,High,Medium,29,Safe,28.468594,77.488518
15-12-2025,Monday,06:57,Other,Good,Medium,Low,41,Moderate,28.47559,77.499456
21-03-2026,Saturday,22:23,Theft,Good,High,High,33,Moderate,28.471306,77.495224
11-08-2025,Monday,13:06,Other,Moderate,Medium,High,37,Moderate,28.468056,77.514326
03-12-2025,Wednesday,01:57,Harassment,Moderate,Medium,Low,64,Unsafe,28.475203,77.494556
16-05-2025,Friday,08:27,Burglary,Poor,High,High,51,Moderate,28.457697,77.511457
28-07-2025,Monday,18:33,Burglary,Good,Medium,Low,54,Moderate,28.467718,77.493892
26-04-2025,Saturday,15:10,Theft,Good,High,Medium,32,Moderate,28.462024,77.510463
05-03-2026,Thursday,20:21,Robbery,Good,High,Medium,49,Moderate,28.47816,77.49614
07-07-2025,Monday,08:53,Theft,Moderate,Low,High,48,Moderate,28.477975,77.499492
18-08-2025,Monday,18:19,Harassment,Moderate,High,Medium,42,Moderate,28.46707,77.509089
15-04-2025,Tuesday,15:14,Burglary,Good,High,Low,48,Moderate,28.457991,77.486526
22-10-2025,Wednesday,12:03,Other,Poor,Low,Low,62,Unsafe,28.459982,77.500909
11-05-2025,Sunday,23:52,Burglary,Good,Low,High,57,Moderate,28.461674,77.503263
30-09-2025,Tuesday,17:05,Robbery,Poor,High,High,53,Moderate,28.475506,77.491129
12-04-2025,Saturday,07:43,Burglary,Moderate,Medium,Low,60,Moderate,28.466598,77.501173
04-10-2025,Saturday,16:51,Assault,Poor,High,Medium,62,Unsafe,28.460305,77.492925
26-01-2026,Monday,11:07,Other,Moderate,High,High,31,Moderate,28.468102,77.503748
28-05-2025,Wednesday,20:54,Other,Poor,High,Medium,47,Moderate,28.459635,77.501547
16-01-2026,Friday,01:47,Other,Moderate,Medium,High,47,Moderate,28.478721,77.498163
06-10-2025,Monday,03:19,Harassment,Poor,High,High,55,Moderate,28.468702,77.501159
30-05-2025,Friday,01:26,Assault,Moderate,High,Medium,65,Unsafe,28.47096,77.490397
22-09-2025,Monday,18:38,Harassment,Good,High,Medium,36,Moderate,28.473486,77.507792
05-08-2025,Tuesday,17:00,Other,Moderate,High,High,31,Moderate,28.457769,77.503632
29-03-2026,Sunday,23:20,Burglary,Good,Low,Medium,61,Unsafe,28.457197,77.485806
23-11-2025,Sunday,10:14,Burglary,Poor,High,Medium,55,Moderate,28.477708,77.513665
04-06-2025,Wednesday,01:23,Other,Poor,Low,High,62,Unsafe,28.456336,77.49468
04-10-2025,Saturday,20:36,Theft,Good,Low,Low,57,Moderate,28.457461,77.493648
18-06-2025,Wednesday,20:26,Harassment,Moderate,High,Low,53,Moderate,28.463985,77.501764
29-01-2026,Thursday,15:20,Robbery,Moderate,High,Medium,50,Moderate,28.476529,77.505533
20-04-2025,Sunday,10:07,Harassment,Poor,Medium,Low,61,Unsafe,28.464865,77.495221
08-05-2025,Thursday,09:08,Burglary,Poor,Medium,High,57,Moderate,28.475267,77.492751
30-03-2026,Monday,07:44,Other,Moderate,Medium,Low,47,Moderate,28.4681,77.497435
12-10-2025,Sunday,11:21,Other,Poor,Medium,Medium,48,Moderate,28.461997,77.493575
17-06-2025,Tuesday,05:26,Robbery,Poor,Low,Medium,81,Unsafe,28.468583,77.49562
15-01-2026,Thursday,01:04,Robbery,Poor,Medium,High,69,Unsafe,28.465516,77.493374
06-01-2026,Tuesday,14:34,Burglary,Good,Medium,High,44,Moderate,28.470586,77.486256
19-07-2025,Saturday,15:49,Theft,Moderate,Low,Medium,52,Moderate,28.46948,77.499261
03-09-2025,Wednesday,08:30,Harassment,Good,High,Low,42,Moderate,28.46946,77.510211
08-03-2026,Sunday,06:50,Other,Moderate,Medium,Medium,41,Moderate,28.47179,77.492783
08-04-2025,Tuesday,14:41,Assault,Good,High,Low,55,Moderate,28.458012,77.493101
24-04-2025,Thursday,01:28,Harassment,Poor,Low,Medium,73,Unsafe,28.460154,77.508308
04-10-2025,Saturday,18:48,Harassment,Poor,Low,Low,69,Unsafe,28.474991,77.499048
21-02-2026,Saturday,02:28,Robbery,Moderate,Medium,Medium,66,Unsafe,28.460094,77.49948
09-04-2025,Wednesday,10:16,Harassment,Poor,High,High,45,Moderate,28.478772,77.504583
21-02-2026,Saturday,05:23,Robbery,Poor,Low,Low,87,Unsafe,28.466431,77.506283
05-09-2025,Friday,20:31,Theft,Poor,Medium,Medium,56,Moderate,28.466099,77.49706
05-11-2025,Wednesday,22:01,Robbery,Good,Medium,Medium,55,Moderate,28.457703,77.488897
11-10-2025,Saturday,15:39,Theft,Good,Medium,High,34,Moderate,28.456617,77.502718
21-06-2025,Saturday,21:47,Robbery,Moderate,Low,Low,75,Unsafe,28.458676,77.491361
28-02-2026,Saturday,11:39,Theft,Moderate,Low,High,48,Moderate,28.46967,77.507605
06-08-2025,Wednesday,09:49,Robbery,Poor,Medium,Low,69,Unsafe,28.455333,77.488966
13-10-2025,Monday,22:29,Other,Moderate,High,High,36,Moderate,28.461386,77.486914
08-10-2025,Wednesday,18:51,Theft,Good,High,High,28,Safe,28.475608,77.488279
27-09-2025,Saturday,13:08,Burglary,Moderate,Low,Medium,62,Unsafe,28.463978,77.500096
05-02-2026,Thursday,14:43,Assault,Good,Low,High,59,Moderate,28.460725,77.496707
21-06-2025,Saturday,13:19,Burglary,Good,Medium,High,44,Moderate,28.470916,77.502624
16-01-2026,Friday,08:39,Harassment,Poor,Medium,Low,61,Unsafe,28.473818,77.500706
12-08-2025,Tuesday,06:02,Other,Good,Medium,Medium,35,Moderate,28.477296,77.494556
08-01-2026,Thursday,06:48,Burglary,Good,Low,Medium,56,Moderate,28.477294,77.512647
02-12-2025,Tuesday,02:10,Assault,Good,Medium,Medium,65,Unsafe,28.471965,77.502631
24-01-2026,Saturday,21:35,Harassment,Moderate,Low,Medium,61,Unsafe,28.463275,77.502385
23-07-2025,Wednesday,17:36,Theft,Poor,High,High,41,Moderate,28.464271,77.513627
11-08-2025,Monday,02:42,Theft,Moderate,Low,High,58,Moderate,28.460484,77.506931
28-06-2025,Saturday,20:53,Assault,Good,Medium,High,56,Moderate,28.464777,77.512341
17-02-2026,Tuesday,07:38,Assault,Good,High,Medium,49,Moderate,28.464526,77.511327
11-11-2025,Tuesday,13:48,Theft,Good,Low,Medium,46,Moderate,28.468203,77.494602
23-02-2026,Monday,01:03,Harassment,Good,Low,High,56,Moderate,28.462329,77.505498
05-12-2025,Friday,04:51,Other,Poor,Medium,High,54,Moderate,28.467733,77.497694
18-08-2025,Monday,22:34,Harassment,Poor,High,Low,60,Moderate,28.47872,77.508704
08-11-2025,Saturday,18:47,Burglary,Poor,Low,Medium,69,Unsafe,28.468927,77.510373
26-07-2025,Saturday,12:05,Burglary,Good,Low,Medium,56,Moderate,28.469598,77.48903
11-07-2025,Friday,08:50,Other,Moderate,Low,Medium,49,Moderate,28.46646,77.501192
15-05-2025,Thursday,12:13,Robbery,Poor,High,High,53,Moderate,28.473365,77.49526
11-06-2025,Wednesday,07:04,Assault,Moderate,Medium,High,57,Moderate,28.473181,77.496432
25-07-2025,Friday,15:59,Harassment,Poor,Medium,Medium,55,Moderate,28.475827,77.503335
28-07-2025,Monday,18:48,Burglary,Good,Medium,High,44,Moderate,28.459395,77.50795
29-09-2025,Monday,13:15,Other,Moderate,Low,Low,55,Moderate,28.464727,77.489768
15-08-2025,Friday,10:24,Other,Moderate,Low,Medium,49,Moderate,28.466632,77.514899
27-12-2025,Saturday,17:43,Theft,Poor,High,Medium,45,Moderate,28.460857,77.511108
18-02-2026,Wednesday,15:52,Harassment,Moderate,Low,Low,62,Unsafe,28.475113,77.49418
31-10-2025,Friday,09:59,Theft,Poor,Low,Low,65,Unsafe,28.479483,77.514286
15-08-2025,Friday,15:43,Harassment,Moderate,High,Low,48,Moderate,28.47806,77.503782
02-03-2026,Monday,14:48,Other,Good,Low,Low,49,Moderate,28.475886,77.489554
12-03-2026,Thursday,23:28,Robbery,Moderate,High,Medium,55,Moderate,28.466757,77.492837
12-03-2026,Thursday,07:42,Robbery,Good,Medium,Medium,50,Moderate,28.469131,77.48728
18-08-2025,Monday,20:44,Harassment,Moderate,Medium,High,49,Moderate,28.462139,77.512361
18-09-2025,Thursday,17:26,Other,Moderate,Low,Medium,49,Moderate,28.477065,77.513334
17-09-2025,Wednesday,00:23,Robbery,Poor,High,High,63,Unsafe,28.479107,77.48743
05-10-2025,Sunday,21:48,Other,Poor,Medium,Low,59,Moderate,28.472052,77.500197
16-07-2025,Wednesday,17:49,Robbery,Moderate,Medium,High,52,Moderate,28.466006,77.502166
18-08-2025,Monday,19:15,Other,Poor,High,Low,53,Moderate,28.4688,77.512066
11-06-2025,Wednesday,11:42,Burglary,Poor,Low,Medium,69,Unsafe,28.456764,77.498787
30-04-2025,Wednesday,01:42,Robbery,Moderate,Medium,Low,72,Unsafe,28.476928,77.508303
04-07-2025,Friday,20:12,Theft,Good,Low,Low,57,Moderate,28.478845,77.489771
23-01-2026,Friday,01:29,Burglary,Good,High,High,48,Moderate,28.46028,77.510785
04-09-2025,Thursday,01:06,Other,Good,High,Low,45,Moderate,28.479111,77.490621
10-12-2025,Wednesday,15:03,Assault,Moderate,Medium,Medium,61,Unsafe,28.479904,77.491396
22-06-2025,Sunday,19:30,Harassment,Poor,High,Low,60,Moderate,28.468325,77.490563
10-06-2025,Tuesday,05:36,Other,Moderate,Low,Medium,59,Moderate,28.465766,77.490889
04-12-2025,Thursday,20:42,Harassment,Good,Low,Low,61,Unsafe,28.462017,77.496415
02-07-2025,Wednesday,03:57,Burglary,Moderate,Low,Low,78,Unsafe,28.463504,77.486858
21-10-2025,Tuesday,12:08,Assault,Poor,Low,High,72,Unsafe,28.456912,77.48741
23-07-2025,Wednesday,20:45,Robbery,Moderate,High,Low,61,Unsafe,28.477784,77.514627
28-04-2025,Monday,14:44,Other,Poor,High,Medium,42,Moderate,28.46172,77.494772
10-03-2026,Tuesday,14:34,Robbery,Good,Low,High,54,Moderate,28.47687,77.511876
10-04-2025,Thursday,22:53,Other,Good,Low,Low,54,Moderate,28.467738,77.488659
09-12-2025,Tuesday,22:39,Assault,Good,Low,Low,74,Unsafe,28.471869,77.492775
29-04-2025,Tuesday,14:36,Robbery,Moderate,Medium,Medium,56,Moderate,28.467795,77.504646
16-10-2025,Thursday,09:20,Robbery,Poor,Medium,Low,69,Unsafe,28.456061,77.508729
22-07-2025,Tuesday,02:34,Robbery,Good,High,High,50,Moderate,28.46576,77.506272
06-10-2025,Monday,04:11,Other,Good,Medium,Medium,45,Moderate,28.47196,77.485048
18-03-2026,Wednesday,05:51,Robbery,Poor,Low,Low,87,Unsafe,28.468325,77.491342
08-06-2025,Sunday,10:02,Robbery,Poor,Low,High,67,Unsafe,28.472853,77.495819
12-06-2025,Thursday,12:55,Robbery,Poor,Medium,High,59,Moderate,28.456689,77.503033
15-09-2025,Monday,20:13,Other,Poor,High,High,43,Moderate,28.475418,77.514302
04-03-2026,Wednesday,16:16,Harassment,Good,Medium,Low,48,Moderate,28.476215,77.486332
13-09-2025,Saturday,03:45,Theft,Moderate,Medium,Medium,54,Moderate,28.468528,77.49664
07-04-2026,Tuesday,20:39,Theft,Good,High,Medium,37,Moderate,28.476079,77.514907
04-02-2026,Wednesday,13:16,Robbery,Moderate,High,High,46,Moderate,28.46744,77.504982
03-03-2026,Tuesday,03:56,Assault,Moderate,Medium,Low,77,Unsafe,28.462071,77.504084
19-08-2025,Tuesday,20:07,Assault,Good,Medium,High,56,Moderate,28.461159,77.498191
